set_id,item,file,family,width_ms,speaker,generator,key_left,key_right,boundary_sample,boundary_ms,boundary_phase_ms,level_gain,raw_peak,clipped
in00204,D_BF_w60,in00204__D_BF_w60.wav,D,60,LA_0036,none,LA_E_3688097,LA_E_7607797,15808,988.0,8.0,1.0,0.39429,False
in00204,S_BF_w60,in00204__S_BF_w60.wav,S,60,LA_0036,none,LA_E_3688097,LA_E_7607797,15808,988.0,8.0,0.861097,0.40167,False
in00204,C_BF_w160,in00204__C_BF_w160.wav,C,160,LA_0036,none,LA_E_3688097,LA_E_7607797,15808,988.0,8.0,1.0,0.34766,False
in00204,D_BF_w160,in00204__D_BF_w160.wav,D,160,LA_0036,none,LA_E_3688097,LA_E_7607797,15808,988.0,8.0,1.0,0.39429,False
in00204,S_BF_w160,in00204__S_BF_w160.wav,S,160,LA_0036,none,LA_E_3688097,LA_E_7607797,15808,988.0,8.0,0.861097,0.40167,False
in00205,P_BF,in00205__P_BF.wav,P,0,LA_0007,none,LA_E_8619261,LA_E_7360795,24128,1508.0,8.0,1.0,0.60367,False
in00205,C_BF_w0,in00205__C_BF_w0.wav,C,0,LA_0007,none,LA_E_8619261,LA_E_7360795,24128,1508.0,8.0,1.0,0.60367,False
in00205,D_BF_w0,in00205__D_BF_w0.wav,D,0,LA_0007,none,LA_E_8619261,LA_E_7360795,24128,1508.0,8.0,1.0,0.60367,False
in00205,S_BF_w0,in00205__S_BF_w0.wav,S,0,LA_0007,none,LA_E_8619261,LA_E_7360795,24128,1508.0,8.0,0.85582,0.43355,False
in00205,C_BF_w20,in00205__C_BF_w20.wav,C,20,LA_0007,none,LA_E_8619261,LA_E_7360795,24128,1508.0,8.0,1.0,0.60367,False
in00205,D_BF_w20,in00205__D_BF_w20.wav,D,20,LA_0007,none,LA_E_8619261,LA_E_7360795,24128,1508.0,8.0,1.0,0.60367,False
in00205,S_BF_w20,in00205__S_BF_w20.wav,S,20,LA_0007,none,LA_E_8619261,LA_E_7360795,24128,1508.0,8.0,0.85582,0.43355,False
in00205,C_BF_w60,in00205__C_BF_w60.wav,C,60,LA_0007,none,LA_E_8619261,LA_E_7360795,24128,1508.0,8.0,1.0,0.60367,False
in00205,D_BF_w60,in00205__D_BF_w60.wav,D,60,LA_0007,none,LA_E_8619261,LA_E_7360795,24128,1508.0,8.0,1.0,0.60367,False
in00205,S_BF_w60,in00205__S_BF_w60.wav,S,60,LA_0007,none,LA_E_8619261,LA_E_7360795,24128,1508.0,8.0,0.85582,0.43355,False
in00205,C_BF_w160,in00205__C_BF_w160.wav,C,160,LA_0007,none,LA_E_8619261,LA_E_7360795,24128,1508.0,8.0,1.0,0.60367,False
in00205,D_BF_w160,in00205__D_BF_w160.wav,D,160,LA_0007,none,LA_E_8619261,LA_E_7360795,24128,1508.0,8.0,1.0,0.60367,False
in00205,S_BF_w160,in00205__S_BF_w160.wav,S,160,LA_0007,none,LA_E_8619261,LA_E_7360795,24128,1508.0,8.0,0.85582,0.43355,False
in00206,P_BF,in00206__P_BF.wav,P,0,LA_0029,none,LA_E_5848207,LA_E_4393720,27568,1723.0,3.0,1.0,0.62579,False
in00206,C_BF_w0,in00206__C_BF_w0.wav,C,0,LA_0029,none,LA_E_5848207,LA_E_4393720,27568,1723.0,3.0,1.0,0.62579,False
in00206,D_BF_w0,in00206__D_BF_w0.wav,D,0,LA_0029,none,LA_E_5848207,LA_E_4393720,27568,1723.0,3.0,1.0,0.62579,False
in00206,S_BF_w0,in00206__S_BF_w0.wav,S,0,LA_0029,none,LA_E_5848207,LA_E_4393720,27568,1723.0,3.0,1.242491,0.71832,False
in00206,C_BF_w20,in00206__C_BF_w20.wav,C,20,LA_0029,none,LA_E_5848207,LA_E_4393720,27568,1723.0,3.0,1.0,0.62579,False
in00206,D_BF_w20,in00206__D_BF_w20.wav,D,20,LA_0029,none,LA_E_5848207,LA_E_4393720,27568,1723.0,3.0,1.0,0.62579,False
in00206,S_BF_w20,in00206__S_BF_w20.wav,S,20,LA_0029,none,LA_E_5848207,LA_E_4393720,27568,1723.0,3.0,1.242491,0.66026,False
in00206,C_BF_w60,in00206__C_BF_w60.wav,C,60,LA_0029,none,LA_E_5848207,LA_E_4393720,27568,1723.0,3.0,1.0,0.62579,False
in00206,D_BF_w60,in00206__D_BF_w60.wav,D,60,LA_0029,none,LA_E_5848207,LA_E_4393720,27568,1723.0,3.0,1.0,0.5845,False
in00206,S_BF_w60,in00206__S_BF_w60.wav,S,60,LA_0029,none,LA_E_5848207,LA_E_4393720,27568,1723.0,3.0,1.242491,0.65158,False
in00206,C_BF_w160,in00206__C_BF_w160.wav,C,160,LA_0029,none,LA_E_5848207,LA_E_4393720,27568,1723.0,3.0,1.0,0.62579,False
in00206,D_BF_w160,in00206__D_BF_w160.wav,D,160,LA_0029,none,LA_E_5848207,LA_E_4393720,27568,1723.0,3.0,1.0,0.54419,False
in00206,S_BF_w160,in00206__S_BF_w160.wav,S,160,LA_0029,none,LA_E_5848207,LA_E_4393720,27568,1723.0,3.0,1.242491,0.54419,False
in00207,P_BF,in00207__P_BF.wav,P,0,LA_0052,none,LA_E_5400677,LA_E_6816772,24149,1509.3125,9.3125,1.0,0.45346,False
in00207,C_BF_w0,in00207__C_BF_w0.wav,C,0,LA_0052,none,LA_E_5400677,LA_E_6816772,24149,1509.3125,9.3125,1.0,0.45346,False
in00207,D_BF_w0,in00207__D_BF_w0.wav,D,0,LA_0052,none,LA_E_5400677,LA_E_6816772,24149,1509.3125,9.3125,1.0,0.45346,False
in00207,S_BF_w0,in00207__S_BF_w0.wav,S,0,LA_0052,none,LA_E_5400677,LA_E_6816772,24149,1509.3125,9.3125,1.348407,0.45346,False
in00207,C_BF_w20,in00207__C_BF_w20.wav,C,20,LA_0052,none,LA_E_5400677,LA_E_6816772,24149,1509.3125,9.3125,1.0,0.45346,False
in00207,D_BF_w20,in00207__D_BF_w20.wav,D,20,LA_0052,none,LA_E_5400677,LA_E_6816772,24149,1509.3125,9.3125,1.0,0.45346,False
in00207,S_BF_w20,in00207__S_BF_w20.wav,S,20,LA_0052,none,LA_E_5400677,LA_E_6816772,24149,1509.3125,9.3125,1.348407,0.45346,False
in00207,C_BF_w60,in00207__C_BF_w60.wav,C,60,LA_0052,none,LA_E_5400677,LA_E_6816772,24149,1509.3125,9.3125,1.0,0.45346,False
in00207,D_BF_w60,in00207__D_BF_w60.wav,D,60,LA_0052,none,LA_E_5400677,LA_E_6816772,24149,1509.3125,9.3125,1.0,0.45346,False
in00207,S_BF_w60,in00207__S_BF_w60.wav,S,60,LA_0052,none,LA_E_5400677,LA_E_6816772,24149,1509.3125,9.3125,1.348407,0.45346,False
in00207,C_BF_w160,in00207__C_BF_w160.wav,C,160,LA_0052,none,LA_E_5400677,LA_E_6816772,24149,1509.3125,9.3125,1.0,0.45346,False
in00207,D_BF_w160,in00207__D_BF_w160.wav,D,160,LA_0052,none,LA_E_5400677,LA_E_6816772,24149,1509.3125,9.3125,1.0,0.45346,False
in00207,S_BF_w160,in00207__S_BF_w160.wav,S,160,LA_0052,none,LA_E_5400677,LA_E_6816772,24149,1509.3125,9.3125,1.348407,0.45346,False
in00208,P_BF,in00208__P_BF.wav,P,0,LA_0068,none,LA_E_5638524,LA_E_4386038,26082,1630.125,10.125,1.0,0.49231,False
in00208,C_BF_w0,in00208__C_BF_w0.wav,C,0,LA_0068,none,LA_E_5638524,LA_E_4386038,26082,1630.125,10.125,1.0,0.49231,False
in00208,D_BF_w0,in00208__D_BF_w0.wav,D,0,LA_0068,none,LA_E_5638524,LA_E_4386038,26082,1630.125,10.125,1.0,0.49231,False
in00208,S_BF_w0,in00208__S_BF_w0.wav,S,0,LA_0068,none,LA_E_5638524,LA_E_4386038,26082,1630.125,10.125,0.419409,0.01135,False
in00208,C_BF_w20,in00208__C_BF_w20.wav,C,20,LA_0068,none,LA_E_5638524,LA_E_4386038,26082,1630.125,10.125,1.0,0.49231,False
in00208,D_BF_w20,in00208__D_BF_w20.wav,D,20,LA_0068,none,LA_E_5638524,LA_E_4386038,26082,1630.125,10.125,1.0,0.49231,False
in00208,S_BF_w20,in00208__S_BF_w20.wav,S,20,LA_0068,none,LA_E_5638524,LA_E_4386038,26082,1630.125,10.125,0.419409,0.01135,False
in00208,C_BF_w60,in00208__C_BF_w60.wav,C,60,LA_0068,none,LA_E_5638524,LA_E_4386038,26082,1630.125,10.125,1.0,0.49231,False
in00208,D_BF_w60,in00208__D_BF_w60.wav,D,60,LA_0068,none,LA_E_5638524,LA_E_4386038,26082,1630.125,10.125,1.0,0.49231,False
in00208,S_BF_w60,in00208__S_BF_w60.wav,S,60,LA_0068,none,LA_E_5638524,LA_E_4386038,26082,1630.125,10.125,0.419409,0.01135,False
in00208,C_BF_w160,in00208__C_BF_w160.wav,C,160,LA_0068,none,LA_E_5638524,LA_E_4386038,26082,1630.125,10.125,1.0,0.49231,False
in00208,D_BF_w160,in00208__D_BF_w160.wav,D,160,LA_0068,none,LA_E_5638524,LA_E_4386038,26082,1630.125,10.125,1.0,0.49231,False
in00208,S_BF_w160,in00208__S_BF_w160.wav,S,160,LA_0068,none,LA_E_5638524,LA_E_4386038,26082,1630.125,10.125,0.419409,0.01135,False
in00209,P_BF,in00209__P_BF.wav,P,0,LA_0051,none,LA_E_7660982,LA_E_9084804,16603,1037.6875,17.6875,1.0,0.47708,False
in00209,C_BF_w0,in00209__C_BF_w0.wav,C,0,LA_0051,none,LA_E_7660982,LA_E_9084804,16603,1037.6875,17.6875,1.0,0.47708,False
in00209,D_BF_w0,in00209__D_BF_w0.wav,D,0,LA_0051,none,LA_E_7660982,LA_E_9084804,16603,1037.6875,17.6875,1.0,0.42355,False
in00209,S_BF_w0,in00209__S_BF_w0.wav,S,0,LA_0051,none,LA_E_7660982,LA_E_9084804,16603,1037.6875,17.6875,1.355661,0.57465,False
in00209,C_BF_w20,in00209__C_BF_w20.wav,C,20,LA_0051,none,LA_E_7660982,LA_E_9084804,16603,1037.6875,17.6875,1.0,0.47708,False
in00209,D_BF_w20,in00209__D_BF_w20.wav,D,20,LA_0051,none,LA_E_7660982,LA_E_9084804,16603,1037.6875,17.6875,1.0,0.33212,False
in00209,S_BF_w20,in00209__S_BF_w20.wav,S,20,LA_0051,none,LA_E_7660982,LA_E_9084804,16603,1037.6875,17.6875,1.355661,0.57465,False
in00209,C_BF_w60,in00209__C_BF_w60.wav,C,60,LA_0051,none,LA_E_7660982,LA_E_9084804,16603,1037.6875,17.6875,1.0,0.47708,False
in00209,D_BF_w60,in00209__D_BF_w60.wav,D,60,LA_0051,none,LA_E_7660982,LA_E_9084804,16603,1037.6875,17.6875,1.0,0.30621,False
in00209,S_BF_w60,in00209__S_BF_w60.wav,S,60,LA_0051,none,LA_E_7660982,LA_E_9084804,16603,1037.6875,17.6875,1.355661,0.57465,False
in00209,C_BF_w160,in00209__C_BF_w160.wav,C,160,LA_0051,none,LA_E_7660982,LA_E_9084804,16603,1037.6875,17.6875,1.0,0.47708,False
in00209,D_BF_w160,in00209__D_BF_w160.wav,D,160,LA_0051,none,LA_E_7660982,LA_E_9084804,16603,1037.6875,17.6875,1.0,0.30301,False
in00209,S_BF_w160,in00209__S_BF_w160.wav,S,160,LA_0051,none,LA_E_7660982,LA_E_9084804,16603,1037.6875,17.6875,1.355661,0.57465,False
in00210,P_BF,in00210__P_BF.wav,P,0,LA_0067,none,LA_E_4217025,LA_E_6754038,21730,1358.125,18.125,1.0,0.5253,False
in00210,C_BF_w0,in00210__C_BF_w0.wav,C,0,LA_0067,none,LA_E_4217025,LA_E_6754038,21730,1358.125,18.125,1.0,0.5253,False
in00210,D_BF_w0,in00210__D_BF_w0.wav,D,0,LA_0067,none,LA_E_4217025,LA_E_6754038,21730,1358.125,18.125,1.0,0.5253,False
in00210,S_BF_w0,in00210__S_BF_w0.wav,S,0,LA_0067,none,LA_E_4217025,LA_E_6754038,21730,1358.125,18.125,0.901249,0.6058,False
in00210,C_BF_w20,in00210__C_BF_w20.wav,C,20,LA_0067,none,LA_E_4217025,LA_E_6754038,21730,1358.125,18.125,1.0,0.5253,False
in00210,D_BF_w20,in00210__D_BF_w20.wav,D,20,LA_0067,none,LA_E_4217025,LA_E_6754038,21730,1358.125,18.125,1.0,0.5253,False
in00210,S_BF_w20,in00210__S_BF_w20.wav,S,20,LA_0067,none,LA_E_4217025,LA_E_6754038,21730,1358.125,18.125,0.901249,0.6058,False
in00210,C_BF_w60,in00210__C_BF_w60.wav,C,60,LA_0067,none,LA_E_4217025,LA_E_6754038,21730,1358.125,18.125,1.0,0.5253,False
in00210,D_BF_w60,in00210__D_BF_w60.wav,D,60,LA_0067,none,LA_E_4217025,LA_E_6754038,21730,1358.125,18.125,1.0,0.5253,False
in00210,S_BF_w60,in00210__S_BF_w60.wav,S,60,LA_0067,none,LA_E_4217025,LA_E_6754038,21730,1358.125,18.125,0.901249,0.6058,False
in00210,C_BF_w160,in00210__C_BF_w160.wav,C,160,LA_0067,none,LA_E_4217025,LA_E_6754038,21730,1358.125,18.125,1.0,0.5253,False
in00210,D_BF_w160,in00210__D_BF_w160.wav,D,160,LA_0067,none,LA_E_4217025,LA_E_6754038,21730,1358.125,18.125,1.0,0.52365,False
in00210,S_BF_w160,in00210__S_BF_w160.wav,S,160,LA_0067,none,LA_E_4217025,LA_E_6754038,21730,1358.125,18.125,0.901249,0.59615,False
in00211,P_BF,in00211__P_BF.wav,P,0,LA_0068,none,LA_E_7786979,LA_E_4198589,24936,1558.5,18.5,1.0,0.37521,False
in00211,C_BF_w0,in00211__C_BF_w0.wav,C,0,LA_0068,none,LA_E_7786979,LA_E_4198589,24936,1558.5,18.5,1.0,0.37521,False
in00211,D_BF_w0,in00211__D_BF_w0.wav,D,0,LA_0068,none,LA_E_7786979,LA_E_4198589,24936,1558.5,18.5,1.0,0.38348,False
in00211,S_BF_w0,in00211__S_BF_w0.wav,S,0,LA_0068,none,LA_E_7786979,LA_E_4198589,24936,1558.5,18.5,0.47459,0.19219,False
in00211,C_BF_w20,in00211__C_BF_w20.wav,C,20,LA_0068,none,LA_E_7786979,LA_E_4198589,24936,1558.5,18.5,1.0,0.37521,False
in00211,D_BF_w20,in00211__D_BF_w20.wav,D,20,LA_0068,none,LA_E_7786979,LA_E_4198589,24936,1558.5,18.5,1.0,0.38348,False
in00211,S_BF_w20,in00211__S_BF_w20.wav,S,20,LA_0068,none,LA_E_7786979,LA_E_4198589,24936,1558.5,18.5,0.47459,0.19219,False
in00211,C_BF_w60,in00211__C_BF_w60.wav,C,60,LA_0068,none,LA_E_7786979,LA_E_4198589,24936,1558.5,18.5,1.0,0.37521,False
in00211,D_BF_w60,in00211__D_BF_w60.wav,D,60,LA_0068,none,LA_E_7786979,LA_E_4198589,24936,1558.5,18.5,1.0,0.38348,False
in00211,S_BF_w60,in00211__S_BF_w60.wav,S,60,LA_0068,none,LA_E_7786979,LA_E_4198589,24936,1558.5,18.5,0.47459,0.19219,False
in00211,C_BF_w160,in00211__C_BF_w160.wav,C,160,LA_0068,none,LA_E_7786979,LA_E_4198589,24936,1558.5,18.5,1.0,0.37521,False
in00211,D_BF_w160,in00211__D_BF_w160.wav,D,160,LA_0068,none,LA_E_7786979,LA_E_4198589,24936,1558.5,18.5,1.0,0.38348,False
in00211,S_BF_w160,in00211__S_BF_w160.wav,S,160,LA_0068,none,LA_E_7786979,LA_E_4198589,24936,1558.5,18.5,0.47459,0.19219,False
in00212,P_BF,in00212__P_BF.wav,P,0,LA_0037,none,LA_E_4310858,LA_E_6890141,19623,1226.4375,6.4375,1.0,0.55911,False
in00212,C_BF_w0,in00212__C_BF_w0.wav,C,0,LA_0037,none,LA_E_4310858,LA_E_6890141,19623,1226.4375,6.4375,1.0,0.55911,False
in00212,D_BF_w0,in00212__D_BF_w0.wav,D,0,LA_0037,none,LA_E_4310858,LA_E_6890141,19623,1226.4375,6.4375,1.0,0.55911,False
in00212,S_BF_w0,in00212__S_BF_w0.wav,S,0,LA_0037,none,LA_E_4310858,LA_E_6890141,19623,1226.4375,6.4375,0.985153,0.39445,False
in00212,C_BF_w20,in00212__C_BF_w20.wav,C,20,LA_0037,none,LA_E_4310858,LA_E_6890141,19623,1226.4375,6.4375,1.0,0.55911,False
in00212,D_BF_w20,in00212__D_BF_w20.wav,D,20,LA_0037,none,LA_E_4310858,LA_E_6890141,19623,1226.4375,6.4375,1.0,0.55911,False
in00212,S_BF_w20,in00212__S_BF_w20.wav,S,20,LA_0037,none,LA_E_4310858,LA_E_6890141,19623,1226.4375,6.4375,0.985153,0.39445,False
in00212,C_BF_w60,in00212__C_BF_w60.wav,C,60,LA_0037,none,LA_E_4310858,LA_E_6890141,19623,1226.4375,6.4375,1.0,0.55911,False
in00212,D_BF_w60,in00212__D_BF_w60.wav,D,60,LA_0037,none,LA_E_4310858,LA_E_6890141,19623,1226.4375,6.4375,1.0,0.55911,False
in00212,S_BF_w60,in00212__S_BF_w60.wav,S,60,LA_0037,none,LA_E_4310858,LA_E_6890141,19623,1226.4375,6.4375,0.985153,0.39445,False
in00212,C_BF_w160,in00212__C_BF_w160.wav,C,160,LA_0037,none,LA_E_4310858,LA_E_6890141,19623,1226.4375,6.4375,1.0,0.55911,False
in00212,D_BF_w160,in00212__D_BF_w160.wav,D,160,LA_0037,none,LA_E_4310858,LA_E_6890141,19623,1226.4375,6.4375,1.0,0.55911,False
in00212,S_BF_w160,in00212__S_BF_w160.wav,S,160,LA_0037,none,LA_E_4310858,LA_E_6890141,19623,1226.4375,6.4375,0.985153,0.39445,False
in00213,P_BF,in00213__P_BF.wav,P,0,LA_0022,none,LA_E_6527998,LA_E_5380898,28109,1756.8125,16.8125,1.0,0.55652,False
in00213,C_BF_w0,in00213__C_BF_w0.wav,C,0,LA_0022,none,LA_E_6527998,LA_E_5380898,28109,1756.8125,16.8125,1.0,0.55652,False
in00213,D_BF_w0,in00213__D_BF_w0.wav,D,0,LA_0022,none,LA_E_6527998,LA_E_5380898,28109,1756.8125,16.8125,1.0,0.55652,False
in00213,S_BF_w0,in00213__S_BF_w0.wav,S,0,LA_0022,none,LA_E_6527998,LA_E_5380898,28109,1756.8125,16.8125,0.802947,0.31407,False
in00213,C_BF_w20,in00213__C_BF_w20.wav,C,20,LA_0022,none,LA_E_6527998,LA_E_5380898,28109,1756.8125,16.8125,1.0,0.55652,False
in00213,D_BF_w20,in00213__D_BF_w20.wav,D,20,LA_0022,none,LA_E_6527998,LA_E_5380898,28109,1756.8125,16.8125,1.0,0.55652,False
in00213,S_BF_w20,in00213__S_BF_w20.wav,S,20,LA_0022,none,LA_E_6527998,LA_E_5380898,28109,1756.8125,16.8125,0.802947,0.31407,False
in00213,C_BF_w60,in00213__C_BF_w60.wav,C,60,LA_0022,none,LA_E_6527998,LA_E_5380898,28109,1756.8125,16.8125,1.0,0.55652,False
in00213,D_BF_w60,in00213__D_BF_w60.wav,D,60,LA_0022,none,LA_E_6527998,LA_E_5380898,28109,1756.8125,16.8125,1.0,0.55652,False
in00213,S_BF_w60,in00213__S_BF_w60.wav,S,60,LA_0022,none,LA_E_6527998,LA_E_5380898,28109,1756.8125,16.8125,0.802947,0.31407,False
in00213,C_BF_w160,in00213__C_BF_w160.wav,C,160,LA_0022,none,LA_E_6527998,LA_E_5380898,28109,1756.8125,16.8125,1.0,0.55652,False
in00213,D_BF_w160,in00213__D_BF_w160.wav,D,160,LA_0022,none,LA_E_6527998,LA_E_5380898,28109,1756.8125,16.8125,1.0,0.55652,False
in00213,S_BF_w160,in00213__S_BF_w160.wav,S,160,LA_0022,none,LA_E_6527998,LA_E_5380898,28109,1756.8125,16.8125,0.802947,0.31407,False
in00214,P_BF,in00214__P_BF.wav,P,0,LA_0006,none,LA_E_7286405,LA_E_6083811,26293,1643.3125,3.3125,1.0,0.53503,False
in00214,C_BF_w0,in00214__C_BF_w0.wav,C,0,LA_0006,none,LA_E_7286405,LA_E_6083811,26293,1643.3125,3.3125,1.0,0.53503,False
in00214,D_BF_w0,in00214__D_BF_w0.wav,D,0,LA_0006,none,LA_E_7286405,LA_E_6083811,26293,1643.3125,3.3125,1.0,0.41281,False
in00214,S_BF_w0,in00214__S_BF_w0.wav,S,0,LA_0006,none,LA_E_7286405,LA_E_6083811,26293,1643.3125,3.3125,1.096309,0.41281,False
in00214,C_BF_w20,in00214__C_BF_w20.wav,C,20,LA_0006,none,LA_E_7286405,LA_E_6083811,26293,1643.3125,3.3125,1.0,0.53503,False
in00214,D_BF_w20,in00214__D_BF_w20.wav,D,20,LA_0006,none,LA_E_7286405,LA_E_6083811,26293,1643.3125,3.3125,1.0,0.39523,False
in00214,S_BF_w20,in00214__S_BF_w20.wav,S,20,LA_0006,none,LA_E_7286405,LA_E_6083811,26293,1643.3125,3.3125,1.096309,0.38917,False
in00214,C_BF_w60,in00214__C_BF_w60.wav,C,60,LA_0006,none,LA_E_7286405,LA_E_6083811,26293,1643.3125,3.3125,1.0,0.53503,False
in00214,D_BF_w60,in00214__D_BF_w60.wav,D,60,LA_0006,none,LA_E_7286405,LA_E_6083811,26293,1643.3125,3.3125,1.0,0.39523,False
in00214,S_BF_w60,in00214__S_BF_w60.wav,S,60,LA_0006,none,LA_E_7286405,LA_E_6083811,26293,1643.3125,3.3125,1.096309,0.38917,False
in00214,C_BF_w160,in00214__C_BF_w160.wav,C,160,LA_0006,none,LA_E_7286405,LA_E_6083811,26293,1643.3125,3.3125,1.0,0.53503,False
in00214,D_BF_w160,in00214__D_BF_w160.wav,D,160,LA_0006,none,LA_E_7286405,LA_E_6083811,26293,1643.3125,3.3125,1.0,0.38513,False
in00214,S_BF_w160,in00214__S_BF_w160.wav,S,160,LA_0006,none,LA_E_7286405,LA_E_6083811,26293,1643.3125,3.3125,1.096309,0.38917,False
in00215,P_BF,in00215__P_BF.wav,P,0,LA_0012,none,LA_E_6300965,LA_E_2322746,19332,1208.25,8.25,1.0,0.56903,False
in00215,C_BF_w0,in00215__C_BF_w0.wav,C,0,LA_0012,none,LA_E_6300965,LA_E_2322746,19332,1208.25,8.25,1.0,0.56903,False
in00215,D_BF_w0,in00215__D_BF_w0.wav,D,0,LA_0012,none,LA_E_6300965,LA_E_2322746,19332,1208.25,8.25,1.0,0.32272,False
in00215,S_BF_w0,in00215__S_BF_w0.wav,S,0,LA_0012,none,LA_E_6300965,LA_E_2322746,19332,1208.25,8.25,0.834223,0.39117,False
in00215,C_BF_w20,in00215__C_BF_w20.wav,C,20,LA_0012,none,LA_E_6300965,LA_E_2322746,19332,1208.25,8.25,1.0,0.56903,False
in00215,D_BF_w20,in00215__D_BF_w20.wav,D,20,LA_0012,none,LA_E_6300965,LA_E_2322746,19332,1208.25,8.25,1.0,0.32272,False
in00215,S_BF_w20,in00215__S_BF_w20.wav,S,20,LA_0012,none,LA_E_6300965,LA_E_2322746,19332,1208.25,8.25,0.834223,0.39117,False
in00215,C_BF_w60,in00215__C_BF_w60.wav,C,60,LA_0012,none,LA_E_6300965,LA_E_2322746,19332,1208.25,8.25,1.0,0.56903,False
in00215,D_BF_w60,in00215__D_BF_w60.wav,D,60,LA_0012,none,LA_E_6300965,LA_E_2322746,19332,1208.25,8.25,1.0,0.32272,False
in00215,S_BF_w60,in00215__S_BF_w60.wav,S,60,LA_0012,none,LA_E_6300965,LA_E_2322746,19332,1208.25,8.25,0.834223,0.39117,False
in00215,C_BF_w160,in00215__C_BF_w160.wav,C,160,LA_0012,none,LA_E_6300965,LA_E_2322746,19332,1208.25,8.25,1.0,0.56903,False
in00215,D_BF_w160,in00215__D_BF_w160.wav,D,160,LA_0012,none,LA_E_6300965,LA_E_2322746,19332,1208.25,8.25,1.0,0.32272,False
in00215,S_BF_w160,in00215__S_BF_w160.wav,S,160,LA_0012,none,LA_E_6300965,LA_E_2322746,19332,1208.25,8.25,0.834223,0.39117,False
in00216,P_BF,in00216__P_BF.wav,P,0,LA_0067,none,LA_E_8970114,LA_E_8146949,21709,1356.8125,16.8125,1.0,0.62704,False
in00216,C_BF_w0,in00216__C_BF_w0.wav,C,0,LA_0067,none,LA_E_8970114,LA_E_8146949,21709,1356.8125,16.8125,1.0,0.62704,False
in00216,D_BF_w0,in00216__D_BF_w0.wav,D,0,LA_0067,none,LA_E_8970114,LA_E_8146949,21709,1356.8125,16.8125,1.0,0.62704,False
in00216,S_BF_w0,in00216__S_BF_w0.wav,S,0,LA_0067,none,LA_E_8970114,LA_E_8146949,21709,1356.8125,16.8125,1.244086,0.62704,False
in00216,C_BF_w20,in00216__C_BF_w20.wav,C,20,LA_0067,none,LA_E_8970114,LA_E_8146949,21709,1356.8125,16.8125,1.0,0.62704,False
in00216,D_BF_w20,in00216__D_BF_w20.wav,D,20,LA_0067,none,LA_E_8970114,LA_E_8146949,21709,1356.8125,16.8125,1.0,0.62704,False
in00216,S_BF_w20,in00216__S_BF_w20.wav,S,20,LA_0067,none,LA_E_8970114,LA_E_8146949,21709,1356.8125,16.8125,1.244086,0.62704,False
in00216,C_BF_w60,in00216__C_BF_w60.wav,C,60,LA_0067,none,LA_E_8970114,LA_E_8146949,21709,1356.8125,16.8125,1.0,0.62704,False
in00216,D_BF_w60,in00216__D_BF_w60.wav,D,60,LA_0067,none,LA_E_8970114,LA_E_8146949,21709,1356.8125,16.8125,1.0,0.62704,False
in00216,S_BF_w60,in00216__S_BF_w60.wav,S,60,LA_0067,none,LA_E_8970114,LA_E_8146949,21709,1356.8125,16.8125,1.244086,0.62704,False
in00216,C_BF_w160,in00216__C_BF_w160.wav,C,160,LA_0067,none,LA_E_8970114,LA_E_8146949,21709,1356.8125,16.8125,1.0,0.62704,False
in00216,D_BF_w160,in00216__D_BF_w160.wav,D,160,LA_0067,none,LA_E_8970114,LA_E_8146949,21709,1356.8125,16.8125,1.0,0.62704,False
in00216,S_BF_w160,in00216__S_BF_w160.wav,S,160,LA_0067,none,LA_E_8970114,LA_E_8146949,21709,1356.8125,16.8125,1.244086,0.62704,False
in00217,P_BF,in00217__P_BF.wav,P,0,LA_0036,none,LA_E_1039348,LA_E_7969213,23336,1458.5,18.5,1.0,0.46408,False
in00217,C_BF_w0,in00217__C_BF_w0.wav,C,0,LA_0036,none,LA_E_1039348,LA_E_7969213,23336,1458.5,18.5,1.0,0.46408,False
in00217,D_BF_w0,in00217__D_BF_w0.wav,D,0,LA_0036,none,LA_E_1039348,LA_E_7969213,23336,1458.5,18.5,1.0,0.46408,False
in00217,S_BF_w0,in00217__S_BF_w0.wav,S,0,LA_0036,none,LA_E_1039348,LA_E_7969213,23336,1458.5,18.5,0.919886,0.45584,False
in00217,C_BF_w20,in00217__C_BF_w20.wav,C,20,LA_0036,none,LA_E_1039348,LA_E_7969213,23336,1458.5,18.5,1.0,0.46408,False
in00217,D_BF_w20,in00217__D_BF_w20.wav,D,20,LA_0036,none,LA_E_1039348,LA_E_7969213,23336,1458.5,18.5,1.0,0.46408,False
in00217,S_BF_w20,in00217__S_BF_w20.wav,S,20,LA_0036,none,LA_E_1039348,LA_E_7969213,23336,1458.5,18.5,0.919886,0.45584,False
in00217,C_BF_w60,in00217__C_BF_w60.wav,C,60,LA_0036,none,LA_E_1039348,LA_E_7969213,23336,1458.5,18.5,1.0,0.46408,False
in00217,D_BF_w60,in00217__D_BF_w60.wav,D,60,LA_0036,none,LA_E_1039348,LA_E_7969213,23336,1458.5,18.5,1.0,0.46408,False
in00217,S_BF_w60,in00217__S_BF_w60.wav,S,60,LA_0036,none,LA_E_1039348,LA_E_7969213,23336,1458.5,18.5,0.919886,0.45584,False
in00217,C_BF_w160,in00217__C_BF_w160.wav,C,160,LA_0036,none,LA_E_1039348,LA_E_7969213,23336,1458.5,18.5,1.0,0.46408,False
